currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDIDR,5,qwen2.5-7b,17,0.2222222222222222,37,0.622,"[""monetary_policy"", ""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDIDR,5,qwen2.5-7b,18,0.2222222222222222,40,0.64,"[""monetary_policy"", ""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDIDR,5,qwen2.5-7b,19,0.2222222222222222,38,0.528,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDIDR,5,mistral-7b,0,0.2222222222222222,43,0.508,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDIDR,5,mistral-7b,1,0.2222222222222222,43,0.508,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDIDR,5,mistral-7b,2,0.2222222222222222,54,0.55,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,3,0.2222222222222222,43,0.508,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,4,0.2222222222222222,44,0.514,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,5,0.2222222222222222,38,0.428,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDIDR,5,mistral-7b,6,0.2222222222222222,48,0.738,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,7,0.2222222222222222,42,0.652,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,8,0.2222222222222222,37,0.522,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,9,0.2222222222222222,42,0.502,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,10,0.2222222222222222,42,0.552,"[""trade_balance"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,11,0.2222222222222222,43,0.558,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,12,0.2222222222222222,46,0.676,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,13,0.2222222222222222,46,0.576,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,14,0.2222222222222222,39,0.484,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDIDR,5,mistral-7b,15,0.2222222222222222,34,0.454,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,16,0.2222222222222222,43,0.608,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,17,0.2222222222222222,47,0.532,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDIDR,5,mistral-7b,18,0.2222222222222222,38,0.528,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDIDR,5,mistral-7b,19,0.2222222222222222,42,0.602,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
