currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDTWD,5,qwen2.5-7b,0,0.2,35,0.46,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,1,0.2,35,0.46,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,2,0.2,38,0.378,"[""market_technical""]",1,0.7
USDTWD,5,qwen2.5-7b,3,0.2,37,0.372,"[""market_technical""]",1,0.7
USDTWD,5,qwen2.5-7b,4,0.2,35,0.51,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,5,0.2,47,0.482,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,5,qwen2.5-7b,6,0.2,37,0.422,"[""economic_growth"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,7,0.2,38,0.378,"[""market_technical""]",1,0.7
USDTWD,5,qwen2.5-7b,8,0.2,39,0.484,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,5,qwen2.5-7b,9,0.2,32,0.292,[],0,0.7
USDTWD,5,qwen2.5-7b,10,0.2,38,0.328,[],0,0.7
USDTWD,5,qwen2.5-7b,11,0.2,39,0.384,"[""risk_sentiment""]",1,0.7
USDTWD,5,qwen2.5-7b,12,0.2,40,0.54,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,13,0.2,37,0.422,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,14,0.2,38,0.428,"[""trade_balance"", ""risk_sentiment""]",2,0.7
USDTWD,5,qwen2.5-7b,15,0.2,32,0.392,"[""economic_growth"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,16,0.2,35,0.31,[],0,0.7
USDTWD,5,qwen2.5-7b,17,0.2,36,0.366,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,18,0.2,35,0.56,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDTWD,5,qwen2.5-7b,19,0.2,35,0.41,"[""economic_growth"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,0,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,1,0.2,41,0.346,[],0,0.7
USDTWD,5,mistral-7b,2,0.2,40,0.34,[],0,0.7
USDTWD,5,mistral-7b,3,0.2,33,0.298,[],0,0.7
USDTWD,5,mistral-7b,4,0.2,34,0.304,[],0,0.7
USDTWD,5,mistral-7b,5,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,6,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,7,0.2,38,0.328,[],0,0.7
USDTWD,5,mistral-7b,8,0.2,39,0.334,[],0,0.7
USDTWD,5,mistral-7b,9,0.2,39,0.334,[],0,0.7
USDTWD,5,mistral-7b,10,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,11,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,12,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,13,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,14,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,15,0.2,32,0.292,[],0,0.7
USDTWD,5,mistral-7b,16,0.2,31,0.286,[],0,0.7
USDTWD,5,mistral-7b,17,0.2,39,0.334,[],0,0.7
USDTWD,5,mistral-7b,18,0.2,39,0.334,[],0,0.7
USDTWD,5,mistral-7b,19,0.2,32,0.292,[],0,0.7
